IdTransaksi,IdPelanggan,Date,NamaPelanggan,Kota,Status,JenisKelamin,IdProduk ,NamaProduk,Harga,Qty,Pajak,Total,Pembayaran,Rating
10246,18229,1/30/2019,Euro Shopping Channel,Mandalay,Normal,Female,4505699,Electronic accessories,23.65,4,4.73,99.33,Credit card,4
10259,18230,01/11/2019,Handji Gifts& Co,Yangon,Member,Male,2227846,Sports and travel,82.33,4,16.466,345.786,Credit card,7.5
10271,18231,3/19/2019,Mini Gifts Distributors Ltd.,Naypyitaw,Normal,Female,7809133,Electronic accessories,26.61,2,2.661,55.881,Cash,4.2
10281,18232,1/14/2019,Diecast Classics Inc.,Mandalay,Normal,Female,5352668,Food and beverages,99.69,5,249.225,5.233.725,Cash,9.9
10292,18233,03/01/2019,Land of Toys Inc.,Naypyitaw,Member,Female,7713565,Food and beverages,74.89,4,14.978,314.538,Ewallet,4.2
10305,18234,01/06/2019,Marta's Replicas Co.,Yangon,Normal,Female,2158784,Food and beverages,40.94,5,10.235,214.935,Ewallet,9.9
10314,18235,1/31/2019,Heintze Collectables,Mandalay,Member,Male,1565740,Sports and travel,75.82,1,3.791,79.611,Cash,5.8
10324,18236,03/11/2019,Vitachrome Inc.,Naypyitaw,Normal,Male,7695835,Food and beverages,46.77,6,14.031,294.651,Cash,6
10336,18237,2/20/2019,La Corne D'abondance, Co.,Yangon,Normal,Female,1118517,Health and beauty,32.32,10,16.16,339.36,Credit card,10
10349,18238,1/27/2019,Muscle Machine Inc,Naypyitaw,Member,Female,7169267,Fashion accessories,54.07,9,243.315,5.109.615,Ewallet,9.5
10358,18239,03/10/2019,Euro Shopping Channel,Mandalay,Normal,Male,4735633,Food and beverages,18.22,7,6.377,133.917,Credit card,6.6
10371,18240,2/15/2019,Mini Gifts Distributors Ltd.,Naypyitaw,Member,Female,2804426,Fashion accessories,80.48,3,12.072,253.512,Cash,8.1
10382,18241,1/26/2019,Mini Gifts Distributors Ltd.,Mandalay,Normal,Female,3342594,Fashion accessories,37.95,10,18.975,398.475,Cash,9.7
10412,18242,2/13/2019,Euro Shopping Channel,Yangon,Member,Male,4615963,Electronic accessories,76.82,1,3.841,80.661,Ewallet,7.2
10425,18243,03/09/2019,La Rochelle Gifts,Yangon,Member,Female,5114648,Sports and travel,52.26,10,26.13,548.73,Credit card,6.2
10108,18244,03/06/2019,Cruz & Sons Co.,Yangon,Normal,Female,6074639,Health and beauty,79.74,1,3.987,83.727,Ewallet,7.3
10122,18245,1/24/2019,Marseille Mini Autos,Yangon,Normal,Female,8367649,Health and beauty,77.5,5,19.375,406.875,Ewallet,4.3
10135,18246,3/13/2019,Mini Gifts Distributors Ltd.,Yangon,Normal,Female,8287566,Food and beverages,54.27,5,135.675,2.849.175,Ewallet,4.6
10147,18247,3/15/2019,Collectables For Less Inc.,Mandalay,Normal,Male,8487090,Home and lifestyle,13.59,9,61.155,1.284.255,Cash,5.8
10160,18248,03/05/2019,Men 'R' US Retailers, Ltd.,Mandalay,Member,Female,4866248,Health and beauty,41.06,6,12.318,258.678,Credit card,8.3
10170,18249,03/04/2019,Mini Auto Werke,Mandalay,Member,Male,3953006,Electronic accessories,19.24,9,8.658,181.818,Cash,8
10181,18250,3/25/2019,Herkku Gifts,Naypyitaw,Normal,Female,5999811,Food and beverages,39.43,6,11.829,248.409,Credit card,9.4
10192,18251,03/12/2019,Online Diecast Creations Co.,Naypyitaw,Normal,Male,8826448,Home and lifestyle,46.22,4,9.244,194.124,Credit card,6.2
10203,18252,02/04/2019,Euro Shopping Channel,Naypyitaw,Member,Male,4966755,Home and lifestyle,13.98,1,0.699,14.679,Ewallet,9.8
10212,18253,2/22/2019,Euro Shopping Channel,Mandalay,Normal,Female,4045660,Fashion accessories,39.75,5,99.375,2.086.875,Ewallet,9.6
10225,18254,2/16/2019,Vida Sport, Ltd,Naypyitaw,Member,Female,7562253,Fashion accessories,97.79,7,342.265,7.187.565,Ewallet,4.9
10239,18255,1/19/2019,Oulu Toy Supplies, Inc.,Yangon,Member,Male,5191821,Sports and travel,67.26,4,13.452,282.492,Credit card,8
10253,18256,01/11/2019,UK Collectables, Ltd.,Yangon,Normal,Male,6965358,Food and beverages,13.79,5,34.475,723.975,Credit card,7.8
10266,18257,01/04/2019,L'ordine Souveniers,Mandalay,Member,Female,4569361,Fashion accessories,68.71,4,13.742,288.582,Cash,4.1
10277,18258,03/04/2019,Dragon Souveniers, Ltd.,Yangon,Normal,Female,9019763,Home and lifestyle,56.53,4,11.306,237.426,Ewallet,5.5
10287,18259,1/28/2019,Vida Sport, Ltd,Naypyitaw,Normal,Female,6374042,Fashion accessories,23.82,5,5.955,125.055,Ewallet,5.4
10300,18260,01/02/2019,Blauer See Auto, Co.,Mandalay,Normal,Female,1920654,Health and beauty,34.21,10,17.105,359.205,Cash,5.1
10310,18261,1/25/2019,Toms Spezialitten, Ltd,Mandalay,Normal,Male,3413267,Sports and travel,21.87,2,2.187,45.927,Ewallet,6.9
10321,18262,01/04/2019,FunGiftIdeas.com,Yangon,Member,Male,3239726,Health and beauty,20.97,5,52.425,1.100.925,Cash,7.8
10329,18263,03/10/2019,Land of Toys Inc.,Yangon,Normal,Male,4338531,Sports and travel,25.84,3,3.876,81.396,Ewallet,6.6
10341,18264,3/22/2019,Salzburg Collectables,Yangon,Normal,Male,3389107,Home and lifestyle,50.93,8,20.372,427.812,Ewallet,9.2
10363,18265,1/25/2019,Suominen Souveniers,Mandalay,Normal,Male,7526839,Health and beauty,96.11,1,48.055,1.009.155,Ewallet,7.8
10377,18266,01/08/2019,Toys of Finland, Co.,Naypyitaw,Normal,Female,8558552,Home and lifestyle,45.38,4,9.076,190.596,Credit card,8.7
10389,18267,1/22/2019,Scandinavian Gift Ideas,Naypyitaw,Member,Female,8793420,Health and beauty,81.51,1,40.755,855.855,Ewallet,9.2
10405,18268,01/12/2019,Mini Caravy,Mandalay,Normal,Female,2853936,Health and beauty,57.22,2,5.722,120.162,Ewallet,8.3
10419,18269,02/04/2019,Salzburg Collectables,Yangon,Member,Female,6737810,Electronic accessories,25.22,7,8.827,185.367,Cash,8.2
10103,18270,3/28/2019,Baane Mini Imports,Naypyitaw,Member,Female,3960654,Food and beverages,38.6,3,5.79,121.59,Ewallet,7.5
10113,18271,1/23/2019,Mini Gifts Distributors Ltd.,Naypyitaw,Normal,Female,9567542,Electronic accessories,84.05,3,126.075,2.647.575,Cash,9.8
10126,18272,02/08/2019,Corrida Auto Replicas, Ltd,Naypyitaw,Member,Female,3560213,Fashion accessories,97.21,10,48.605,1.020.705,Credit card,8.7
10140,18273,3/19/2019,Technics Stores Inc.,Mandalay,Member,Male,6985893,Fashion accessories,25.42,8,10.168,213.528,Credit card,6.7
10150,18274,03/09/2019,Dragon Souveniers, Ltd.,Naypyitaw,Normal,Male,6916688,Fashion accessories,16.28,1,0.814,17.094,Cash,5
10164,18275,01/02/2019,Mini Auto Werke,Mandalay,Member,Male,6281213,Fashion accessories,40.61,9,182.745,3.837.645,Cash,7
10174,18276,1/21/2019,Australian Gift Network, Co,Yangon,Member,Male,5746789,Health and beauty,53.17,7,186.095,3.907.995,Cash,8.9
10183,18277,3/20/2019,Classic Gift Ideas, Inc,Mandalay,Member,Female,6287656,Food and beverages,20.87,3,31.305,657.405,Credit card,8
10194,18278,2/27/2019,Saveley & Henriot, Co.,Mandalay,Normal,Male,2732743,Sports and travel,67.27,5,168.175,3.531.675,Cash,6.9
10206,18279,03/08/2019,Canadian Gift Exchange Network,Yangon,Member,Female,2965949,Home and lifestyle,90.65,10,45.325,951.825,Ewallet,7.3
10215,18280,1/31/2019,West Coast Collectables Co.,Mandalay,Normal,Male,1326462,Fashion accessories,69.08,2,6.908,145.068,Credit card,6.9
10228,18281,03/08/2019,Cambridge Collectables Co.,Naypyitaw,Normal,Male,6868353,Food and beverages,43.27,2,4.327,90.867,Ewallet,5.7
10245,18282,1/13/2019,Super Scale Inc.,Yangon,Normal,Female,1877614,Electronic accessories,23.46,6,7.038,147.798,Ewallet,6.4
10258,18283,03/09/2019,Tokyo Collectables, Ltd,Mandalay,Normal,Male,7882401,Fashion accessories,95.54,7,33.439,702.219,Credit card,9.6
10270,18284,2/22/2019,Souveniers And Things Co.,Mandalay,Normal,Female,5479132,Fashion accessories,47.44,1,2.372,49.812,Credit card,6.8
10280,18285,3/19/2019,Amica Models & Co.,Naypyitaw,Normal,Male,2955053,Sports and travel,99.24,9,44.658,937.818,Ewallet,9
10291,18286,1/20/2019,Scandinavian Gift Ideas,Naypyitaw,Member,Male,5992602,Sports and travel,82.93,4,16.586,348.306,Ewallet,9.6
10304,18287,03/08/2019,Auto Assoc. & Cie.,Yangon,Normal,Male,6366660,Home and lifestyle,33.99,6,10.197,214.137,Credit card,7.7
10312,18288,03/08/2019,Mini Gifts Distributors Ltd.,Naypyitaw,Member,Male,1953387,Food and beverages,17.04,4,3.408,71.568,Ewallet,7
10322,18289,02/07/2019,Online Diecast Creations Co.,Naypyitaw,Normal,Female,4637934,Electronic accessories,40.86,8,16.344,343.224,Credit card,6.5
10333,18290,1/15/2019,Mini Wheels Co.,Naypyitaw,Member,Male,4894700,Food and beverages,17.44,5,4.36,91.56,Cash,8.1
10347,18291,3/22/2019,Australian Collectors, Co.,Mandalay,Member,Female,5748227,Sports and travel,88.43,8,35.372,742.812,Credit card,4.3
10357,18292,1/15/2019,Mini Gifts Distributors Ltd.,Yangon,Member,Female,1329506,Home and lifestyle,89.21,9,401.445,8.430.345,Credit card,6.5
10370,18293,01/08/2019,Anna's Decorations, Ltd,Naypyitaw,Normal,Male,9191439,Fashion accessories,12.78,1,0.639,13.419,Ewallet,9.5
10381,18294,1/15/2019,Corporate Gift Ideas Co.,Yangon,Normal,Female,5255563,Sports and travel,19.1,7,6.685,140.385,Cash,9.7
10391,18295,1/28/2019,Anna's Decorations, Ltd,Mandalay,Member,Female,2129051,Health and beauty,19.15,1,0.9575,201.075,Credit card,9.5
10411,18296,2/14/2019,Quebec Home Shopping Network,Naypyitaw,Member,Male,5077587,Food and beverages,27.66,10,13.83,290.43,Credit card,8.9
10424,18297,03/10/2019,Euro Shopping Channel,Naypyitaw,Normal,Male,2898601,Fashion accessories,45.74,3,6.861,144.081,Credit card,6.5
10109,18298,01/12/2019,Motor Mint Distributors Inc.,Mandalay,Member,Female,5342976,Health and beauty,27.07,1,13.535,284.235,Credit card,5.3
10122,18299,3/26/2019,Marseille Mini Autos,Mandalay,Member,Female,6414395,Sports and travel,39.12,1,1.956,41.076,Credit card,9.6
10136,18300,01/01/2019,Alpha Cognac,Mandalay,Normal,Female,2237874,Electronic accessories,74.71,6,22.413,470.673,Cash,6.7
10148,18301,01/02/2019,Anna's Decorations, Ltd,Mandalay,Normal,Male,4838425,Electronic accessories,22.01,6,6.603,138.663,Cash,7.6
10161,18302,3/16/2019,Heintze Collectables,Yangon,Normal,Female,9320834,Food and beverages,63.61,5,159.025,3.339.525,Ewallet,4.8
10171,18303,03/03/2019,Quebec Home Shopping Network,Yangon,Normal,Male,6756904,Health and beauty,25,1,1.25,26.25,Ewallet,5.5
10181,18304,1/31/2019,Herkku Gifts,Yangon,Member,Male,6810239,Electronic accessories,20.77,4,4.154,87.234,Cash,4.7
10192,18305,2/13/2019,Online Diecast Creations Co.,Mandalay,Member,Female,3745076,Fashion accessories,29.56,5,7.39,155.19,Cash,6.9
10204,18306,2/15/2019,Muscle Machine Inc,Mandalay,Member,Female,2086112,Food and beverages,77.4,9,34.83,731.43,Credit card,4.5
10212,18307,02/07/2019,Euro Shopping Channel,Mandalay,Normal,Male,5110604,Electronic accessories,79.39,10,39.695,833.595,Cash,6.2
10225,18308,1/27/2019,Vida Sport, Ltd,Naypyitaw,Member,Female,7611484,Electronic accessories,46.57,10,23.285,488.985,Cash,7.6
10240,18309,2/23/2019,Osaka Souveniers Co.,Naypyitaw,Normal,Male,1112411,Food and beverages,35.89,1,17.945,376.845,Credit card,7.9
10253,18310,02/03/2019,UK Collectables, Ltd.,Naypyitaw,Normal,Male,1904179,Food and beverages,40.52,5,10.13,212.73,Cash,4.5
10266,18311,03/03/2019,L'ordine Souveniers,Mandalay,Member,Female,4061833,Food and beverages,73.05,10,36.525,767.025,Credit card,8.7
10278,18312,02/03/2019,Signal Gift Stores,Naypyitaw,Normal,Female,2077031,Sports and travel,73.95,4,14.79,310.59,Cash,6.1
10287,18313,3/17/2019,Vida Sport, Ltd,Naypyitaw,Member,Female,7701085,Food and beverages,22.62,1,1.131,23.751,Cash,6.4
10301,18314,3/28/2019,Norway Gifts By Mail, Co.,Yangon,Member,Male,6380642,Food and beverages,51.34,5,12.835,269.535,Credit card,9.1
10310,18315,03/02/2019,Toms Spezialitten, Ltd,Naypyitaw,Member,Female,8385830,Sports and travel,54.55,10,27.275,572.775,Credit card,7.1
10321,18316,02/08/2019,FunGiftIdeas.com,Naypyitaw,Member,Female,6750686,Health and beauty,37.15,7,130.025,2.730.525,Credit card,7.7
10331,18317,3/22/2019,Motor Mint Distributors Inc.,Mandalay,Normal,Male,3317447,Sports and travel,37.02,6,11.106,233.226,Cash,4.5
10342,18318,02/09/2019,Australian Collectors, Co.,Naypyitaw,Normal,Male,9904517,Food and beverages,21.58,1,1.079,22.659,Ewallet,7.2
10356,18319,2/15/2019,Lyon Souveniers,Naypyitaw,Member,Female,3640449,Electronic accessories,98.84,1,4.942,103.782,Cash,8.4
10365,18320,1/23/2019,Mini Creations Ltd.,Naypyitaw,Member,Female,3695573,Home and lifestyle,83.77,6,25.131,527.751,Ewallet,5.4
10377,18321,1/25/2019,Toys of Finland, Co.,Yangon,Member,Female,8779184,Sports and travel,40.05,4,8.01,168.21,Cash,9.7
10390,18322,02/02/2019,Mini Gifts Distributors Ltd.,Yangon,Member,Male,2198586,Fashion accessories,43.13,10,21.565,452.865,Credit card,5.5
10406,18323,3/30/2019,Danish Wholesale Imports,Mandalay,Member,Male,1892096,Health and beauty,72.57,8,29.028,609.588,Cash,4.6
10419,18324,3/30/2019,Salzburg Collectables,Yangon,Member,Female,8547519,Electronic accessories,64.44,5,16.11,338.31,Cash,6.6
10102,18325,2/25/2019,Vitachrome Inc.,Yangon,Normal,Male,7177511,Health and beauty,65.18,3,9.777,205.317,Credit card,6.3
10111,18326,3/18/2019,Mini Wheels Co.,Yangon,Normal,Female,7507906,Sports and travel,33.26,5,8.315,174.615,Credit card,4.2
10125,18327,03/07/2019,Australian Collectors, Co.,Naypyitaw,Normal,Male,8915231,Electronic accessories,84.07,4,16.814,353.094,Ewallet,4.4
10139,18328,3/16/2019,Souveniers And Things Co.,Mandalay,Normal,Male,6607444,Sports and travel,34.37,10,17.185,360.885,Ewallet,6.7
10149,18329,1/29/2019,Signal Collectibles Ltd.,Yangon,Normal,Male,1670309,Electronic accessories,38.6,1,1.93,40.53,Ewallet,6.7
10162,18330,02/02/2019,Corporate Gift Ideas Co.,Naypyitaw,Normal,Male,7532518,Food and beverages,65.97,8,26.388,554.148,Cash,8.4
10173,18331,2/15/2019,Rovelli Gifts,Naypyitaw,Normal,Female,7594714,Electronic accessories,32.8,10,16.4,344.4,Cash,6.2
10182,18332,01/08/2019,Mini Gifts Distributors Ltd.,Yangon,Normal,Male,4792231,Sports and travel,37.14,5,9.285,194.985,Ewallet,5
10193,18333,02/12/2019,Australian Collectables, Ltd,Mandalay,Member,Male,2075483,Home and lifestyle,60.38,10,30.19,633.99,Cash,6
10205,18334,01/01/2019,Euro Shopping Channel,Naypyitaw,Member,Female,6719490,Sports and travel,36.98,10,18.49,388.29,Credit card,7
10215,18335,3/21/2019,West Coast Collectables Co.,Mandalay,Member,Female,1156896,Sports and travel,49.49,4,9.898,207.858,Ewallet,6.6
10227,18336,2/28/2019,Saveley & Henriot, Co.,Mandalay,Normal,Female,7311938,Fashion accessories,41.09,10,20.545,431.445,Cash,7.3
10244,18337,3/23/2019,Euro Shopping Channel,Yangon,Normal,Male,1366932,Fashion accessories,37.15,4,7.43,156.03,Ewallet,8.3
10256,18338,1/30/2019,Danish Wholesale Imports,Naypyitaw,Normal,Male,5912261,Home and lifestyle,22.96,1,1.148,24.108,Cash,4.3
10280,18339,02/04/2019,Amica Models & Co.,Mandalay,Member,Female,9932773,Home and lifestyle,77.68,9,34.956,734.076,Ewallet,9.8
10289,18340,3/13/2019,Herkku Gifts,Mandalay,Normal,Female,7975596,Fashion accessories,34.7,2,3.47,72.87,Ewallet,8.2
10304,18341,3/15/2019,Auto Assoc. & Cie.,Yangon,Member,Female,1808994,Fashion accessories,19.66,10,9.83,206.43,Credit card,7.2
10312,18342,03/05/2019,Mini Gifts Distributors Ltd.,Mandalay,Member,Female,1442828,Health and beauty,25.32,8,10.128,212.688,Ewallet,8.7
10322,18343,03/05/2019,Online Diecast Creations Co.,Naypyitaw,Member,Female,9546209,Home and lifestyle,12.12,10,6.06,127.26,Credit card,8.4
10332,18344,2/26/2019,AV Stores, Co.,Mandalay,Normal,Male,8938940,Fashion accessories,99.89,2,9.989,209.769,Ewallet,7.1
10346,18345,3/20/2019,Signal Gift Stores,Mandalay,Normal,Male,4956254,Sports and travel,75.92,8,30.368,637.728,Cash,5.5
10356,18346,01/01/2019,Lyon Souveniers,Naypyitaw,Normal,Female,3560798,Electronic accessories,63.22,2,6.322,132.762,Cash,8.5
10369,18347,1/27/2019,Collectables For Less Inc.,Naypyitaw,Normal,Female,1993745,Food and beverages,90.24,6,27.072,568.512,Cash,6.2
10380,18348,1/21/2019,Euro Shopping Channel,Mandalay,Member,Female,7116197,Sports and travel,98.13,1,49.065,1.030.365,Cash,8.9
10391,18349,02/02/2019,Anna's Decorations, Ltd,Yangon,Member,Female,9974413,Sports and travel,51.52,8,20.608,432.768,Cash,9.6
10422,18350,02/03/2019,Diecast Classics Inc.,Mandalay,Member,Male,7074397,Sports and travel,73.97,1,36.985,776.685,Credit card,5.4
10102,18351,01/05/2019,Vitachrome Inc.,Naypyitaw,Member,Female,2134891,Fashion accessories,31.9,1,1.595,33.495,Ewallet,9.1
10111,18352,1/27/2019,Mini Wheels Co.,Naypyitaw,Normal,Male,8345320,Home and lifestyle,69.4,2,6.94,145.74,Ewallet,9
10126,18353,3/25/2019,Corrida Auto Replicas, Ltd,Mandalay,Normal,Female,3705800,Sports and travel,93.31,2,9.331,195.951,Cash,6.3
10139,18354,2/25/2019,Souveniers And Things Co.,Mandalay,Normal,Male,6484597,Sports and travel,88.45,1,44.225,928.725,Credit card,9.5
10149,18355,1/28/2019,Signal Collectibles Ltd.,Yangon,Member,Male,4194059,Electronic accessories,24.18,8,9.672,203.112,Ewallet,9.8
10162,18356,01/08/2019,Corporate Gift Ideas Co.,Mandalay,Member,Female,2393526,Sports and travel,48.5,3,7.275,152.775,Cash,6.7
10173,18357,1/29/2019,Rovelli Gifts,Mandalay,Normal,Female,6047612,Food and beverages,84.05,6,25.215,529.515,Credit card,7.7
10182,18358,3/29/2019,Mini Gifts Distributors Ltd.,Mandalay,Member,Male,4033467,Health and beauty,61.29,5,153.225,3.217.725,Cash,7
10193,18359,02/09/2019,Australian Collectables, Ltd,Naypyitaw,Member,Female,1879259,Home and lifestyle,15.95,6,4.785,100.485,Credit card,5.1
10205,18360,1/16/2019,Euro Shopping Channel,Mandalay,Member,Female,8832236,Sports and travel,90.74,7,31.759,666.939,Credit card,6.2
10215,18361,01/05/2019,West Coast Collectables Co.,Yangon,Normal,Female,9111132,Home and lifestyle,42.91,5,107.275,2.252.775,Ewallet,6.1
10227,18362,1/27/2019,Saveley & Henriot, Co.,Yangon,Normal,Female,9407798,Fashion accessories,54.28,7,18.998,398.958,Ewallet,9.3
10244,18363,3/14/2019,Euro Shopping Channel,Yangon,Normal,Male,4505754,Electronic accessories,99.55,7,348.425,7.316.925,Cash,7.6
10256,18364,2/23/2019,Danish Wholesale Imports,Naypyitaw,Member,Male,9582209,Sports and travel,58.39,7,204.365,4.291.665,Credit card,8.2
10280,18365,3/18/2019,Amica Models & Co.,Naypyitaw,Member,Female,6856690,Fashion accessories,51.47,1,25.735,540.435,Ewallet,8.5
10289,18366,3/29/2019,Herkku Gifts,Mandalay,Member,Male,1884152,Health and beauty,54.86,5,13.715,288.015,Ewallet,9.8
10304,18367,1/22/2019,Auto Assoc. & Cie.,Naypyitaw,Member,Male,9157654,Home and lifestyle,39.39,5,98.475,2.067.975,Credit card,8.7
10312,18368,03/01/2019,Mini Gifts Distributors Ltd.,Yangon,Normal,Male,7234448,Home and lifestyle,34.73,2,3.473,72.933,Ewallet,9.7
10322,18369,1/17/2019,Online Diecast Creations Co.,Naypyitaw,Member,Male,9881596,Sports and travel,71.92,5,17.98,377.58,Credit card,4.3
10332,18370,3/26/2019,AV Stores, Co.,Mandalay,Normal,Female,5207085,Electronic accessories,45.71,3,68.565,1.439.865,Credit card,7.7
10347,18371,3/20/2019,Australian Collectors, Co.,Naypyitaw,Member,Female,6896314,Home and lifestyle,83.17,6,24.951,523.971,Cash,7.3
10356,18372,02/06/2019,Lyon Souveniers,Yangon,Member,Female,4933518,Home and lifestyle,37.44,6,11.232,235.872,Credit card,5.9
10369,18373,01/01/2019,Collectables For Less Inc.,Naypyitaw,Normal,Male,5935791,Health and beauty,62.87,2,6.287,132.027,Cash,5
10381,18374,1/27/2019,Corporate Gift Ideas Co.,Yangon,Normal,Male,6976342,Food and beverages,81.71,6,24.513,514.773,Credit card,8
10391,18375,2/25/2019,Anna's Decorations, Ltd,Yangon,Member,Female,3939318,Sports and travel,91.41,5,228.525,4.799.025,Ewallet,7.1
10422,18376,1/16/2019,Diecast Classics Inc.,Mandalay,Normal,Male,9249810,Fashion accessories,39.21,4,7.842,164.682,Credit card,9
10110,18377,1/13/2019,AV Stores, Co.,Mandalay,Member,Male,9840061,Fashion accessories,59.86,2,5.986,125.706,Ewallet,6.7
10123,18378,02/07/2019,Atelier graphique,Mandalay,Member,Female,1658651,Food and beverages,54.36,10,27.18,570.78,Credit card,6.1
10137,18379,2/17/2019,Reims Collectables,Yangon,Normal,Male,9766990,Sports and travel,98.09,9,441.405,9.269.505,Cash,9.3
10148,18380,02/12/2019,Anna's Decorations, Ltd,Yangon,Normal,Male,8927567,Health and beauty,25.43,6,7.629,160.209,Ewallet,7
10161,18381,1/24/2019,Heintze Collectables,Yangon,Member,Male,7307492,Fashion accessories,86.68,8,34.672,728.112,Credit card,7.2
10172,18382,02/06/2019,Gift Depot Inc.,Mandalay,Normal,Male,7502272,Electronic accessories,22.95,10,11.475,240.975,Ewallet,8.2
10181,18383,3/26/2019,Herkku Gifts,Naypyitaw,Normal,Female,3750755,Food and beverages,16.31,9,73.395,1.541.295,Ewallet,8.4
10192,18384,03/11/2019,Online Diecast Creations Co.,Yangon,Normal,Female,4665340,Home and lifestyle,28.32,5,7.08,148.68,Ewallet,6.2
10204,18385,02/07/2019,Muscle Machine Inc,Naypyitaw,Normal,Male,2070641,Home and lifestyle,16.67,7,58.345,1.225.245,Ewallet,7.4
10212,18386,01/05/2019,Euro Shopping Channel,Mandalay,Member,Female,4794870,Fashion accessories,73.96,1,3.698,77.658,Credit card,5
10226,18387,03/07/2019,Collectable Mini Designs Co.,Yangon,Normal,Male,3398628,Home and lifestyle,97.94,1,4.897,102.837,Ewallet,6.9
10241,18388,2/25/2019,Mini Caravy,Yangon,Normal,Female,4561335,Fashion accessories,73.05,4,14.61,306.81,Credit card,4.9
10253,18389,02/01/2019,UK Collectables, Ltd.,Naypyitaw,Member,Female,6237795,Food and beverages,87.48,6,26.244,551.124,Ewallet,5.1
10266,18390,1/22/2019,L'ordine Souveniers,Yangon,Normal,Male,8005785,Home and lifestyle,30.68,3,4.602,96.642,Ewallet,9.1
10278,18391,01/03/2019,Signal Gift Stores,Naypyitaw,Member,Male,4813024,Health and beauty,75.88,1,3.794,79.674,Credit card,7.1
10288,18392,2/13/2019,Handji Gifts& Co,Mandalay,Member,Female,1158832,Sports and travel,20.18,4,4.036,84.756,Credit card,5
10301,18393,1/28/2019,Norway Gifts By Mail, Co.,Naypyitaw,Member,Male,4835419,Electronic accessories,18.77,6,5.631,118.251,Credit card,5.5
10311,18394,01/05/2019,Euro Shopping Channel,Mandalay,Normal,Female,9147835,Food and beverages,71.2,1,3.56,74.76,Credit card,9.2
10321,18395,3/19/2019,FunGiftIdeas.com,Mandalay,Member,Male,8663770,Home and lifestyle,38.81,4,7.762,163.002,Ewallet,4.9
10331,18396,01/12/2019,Motor Mint Distributors Inc.,Yangon,Normal,Female,2223708,Fashion accessories,29.42,10,14.71,308.91,Ewallet,8.9
10343,18397,01/07/2019,Reims Collectables,Yangon,Normal,Male,5694771,Sports and travel,60.95,9,274.275,5.759.775,Credit card,6
10367,18398,1/26/2019,Toys4GrownUps.com,Mandalay,Normal,Female,9255026,Sports and travel,51.54,5,12.885,270.585,Cash,4.2
10378,18399,1/23/2019,Euro Shopping Channel,Yangon,Normal,Female,3603113,Electronic accessories,66.06,6,19.818,416.178,Cash,7.3
10407,18400,02/09/2019,The Sharp Gifts Warehouse,Mandalay,Normal,Male,5739617,Fashion accessories,57.27,3,85.905,1.804.005,Ewallet,6.5
10419,18401,2/22/2019,Salzburg Collectables,Mandalay,Normal,Female,9649014,Fashion accessories,54.31,9,244.395,5.132.295,Cash,8.9
10106,18402,02/05/2019,Rovelli Gifts,Mandalay,Normal,Female,8164523,Health and beauty,58.24,9,26.208,550.368,Cash,9.7
10119,18403,03/07/2019,Salzburg Collectables,Naypyitaw,Normal,Male,9480138,Electronic accessories,22.21,6,6.663,139.923,Credit card,8.6
10131,18404,3/25/2019,Gift Ideas Corp.,Yangon,Member,Male,4043940,Electronic accessories,19.32,7,6.762,142.002,Cash,6.9
10143,18405,1/20/2019,Mini Creations Ltd.,Mandalay,Normal,Male,9408541,Home and lifestyle,37.48,3,5.622,118.062,Credit card,7.7
10155,18406,02/04/2019,Toys of Finland, Co.,Mandalay,Member,Female,8500116,Fashion accessories,72.04,2,7.204,151.284,Cash,9.5
10167,18407,1/30/2019,Scandinavian Gift Ideas,Naypyitaw,Member,Female,4958627,Food and beverages,98.52,10,49.26,1034.46,Ewallet,4.5
10178,18408,01/02/2019,Alpha Cognac,Yangon,Member,Male,4411728,Food and beverages,41.66,6,12.498,262.458,Ewallet,5.6
10186,18409,3/29/2019,Double Decker Gift Stores, Ltd,Yangon,Member,Female,8738576,Home and lifestyle,72.42,3,10.863,228.123,Ewallet,8.2
10198,18410,3/14/2019,Cruz & Sons Co.,Mandalay,Normal,Male,8026939,Electronic accessories,21.58,9,9.711,203.931,Cash,7.3
10210,18411,02/11/2019,Osaka Souveniers Co.,Naypyitaw,Normal,Male,4792870,Food and beverages,89.2,10,44.6,936.6,Credit card,4.4
10222,18412,1/30/2019,Collectable Mini Designs Co.,Mandalay,Normal,Female,6728553,Electronic accessories,42.42,8,16.968,356.328,Ewallet,5.7
10250,18413,3/20/2019,The Sharp Gifts Warehouse,Yangon,Member,Male,7620290,Electronic accessories,74.51,6,22.353,469.413,Ewallet,5
10262,18414,3/20/2019,Euro Shopping Channel,Mandalay,Normal,Male,9035656,Fashion accessories,99.25,2,9.925,208.425,Cash,9
10274,18415,1/17/2019,Collectables For Less Inc.,Yangon,Normal,Female,8379537,Food and beverages,81.21,10,40.605,852.705,Credit card,6.3
10284,18416,02/03/2019,Norway Gifts By Mail, Co.,Naypyitaw,Normal,Female,4775756,Sports and travel,49.33,10,24.665,517.965,Credit card,9.4
10296,18417,01/01/2019,Bavarian Collectables Imports, Co.,Yangon,Normal,Female,8128393,Fashion accessories,65.74,9,29.583,621.243,Cash,7.7
10307,18418,01/10/2019,Classic Gift Ideas, Inc,Mandalay,Normal,Female,5734313,Fashion accessories,79.86,7,27.951,586.971,Credit card,5.5
